4	0.1213363763921075
34	0.10843721973366303
0	0.09661702370554635
20	0.07691467659648708
2	0.036829181451109604
146	0.03501791690238924
3424	0.03082143838128042
14	0.016391488480333977
16	0.011370058474575992
12	0.01092587220639276
6	0.010582434343100851
98	0.010325786976722824
66	0.01032504516641368
48	0.010313560439846024
388	0.00955401037234464
18	0.009407604013412655
1170	0.009399303656630768
2320	0.008836427121145924
944	0.008149430417951147
4250	0.007531704178459249
56	0.006143870738888445
70	0.004607917994541476
92	0.004390978266705882
104	0.0038310306028776077
24	0.0034524699568142503
410	0.0034338482134859292
742	0.0033373636900347115
112	0.003269022773946988
1694	0.0030491995289672574
32	0.0030135368105999286
850	0.0029067029308598425
526	0.0028507708499467843
216	0.002647129341325593
110	0.0026135907725381427
46	0.00256351845498382
60	0.0024781684664868598
86	0.002409292097865588
2086	0.0020637082007139533
1364	0.002059180618433367
78	0.0020536156350349387
4098	0.0017980433937527715
186	0.0017604061269165469
94	0.0016326014336057227
564	0.001629642928000634
562	0.001593153092307379
2596	0.0015358108030900644
158	0.0014512447764299284
148	0.0014131887453614038
488	0.001405423451683002
230	0.001391103464985245
54	0.0013291391272866443
194	0.0012656706250210054
1256	0.0012436829698797077
3590	0.001197089550626257
130	0.0011866151692646316
344	0.0011600466906108282
334	0.001003579715740243
116	9.864261520609915E-4
188	8.71284943045007E-4
42	8.605089662796672E-4
160	8.604489946985799E-4
170	8.358125031620587E-4
102	8.104156638559792E-4
164	8.075481084387194E-4
386	8.047647636299242E-4
176	7.943765504447708E-4
854	7.739413092820338E-4
190	7.55357661051065E-4
2726	7.469641837047128E-4
236	7.404148075032603E-4
256	6.804772627861459E-4
278	6.768060894157606E-4
226	6.764191772439787E-4
1468	6.751262489792722E-4
224	6.742262986138264E-4
1720	6.684435745357814E-4
264	6.525042664502732E-4
1628	6.517323171485095E-4
248	6.256140479679998E-4
280	6.22677107181368E-4
108	5.974923806094291E-4
1008	5.971482830579471E-4
620	5.947894551872569E-4
442	5.842497485845145E-4
508	5.726366791317104E-4
364	5.642750545284483E-4
3030	5.568651556290403E-4
274	5.552745251755679E-4
2710	5.317061321466995E-4
268	5.148678334786815E-4
434	5.119737304764145E-4
1634	4.966679790337601E-4
656	4.947953599017358E-4
314	4.907731460503593E-4
544	4.7397343624967325E-4
1332	4.6902709634716734E-4
182	4.5481956500923685E-4
328	4.5294063006042114E-4
884	4.502092761230023E-4
174	4.492789647123343E-4
1866	4.3469376187787643E-4
168	4.3207222650701847E-4
3112	4.2778942856527705E-4
746	4.228220569587782E-4
310	4.1995989124637967E-4
418	4.1834020540271004E-4
358	4.1143840159863583E-4
406	4.100119671231979E-4
356	4.045154843679554E-4
394	4.0351921726170664E-4
144	3.973329789975406E-4
500	3.961904988194643E-4
640	3.816910812656163E-4
346	3.717170691049888E-4
904	3.667252920493138E-4
484	3.4821057894367376E-4
658	3.467670557900813E-4
506	3.443675041225996E-4
204	3.327140149540456E-4
300	3.3198254682931315E-4
82	3.295108619851819E-4
614	3.291402167752809E-4
696	3.2791603735351127E-4
292	3.222079542012005E-4
650	3.198422115532561E-4
1786	3.1037708857550655E-4
566	3.103416700496426E-4
288	3.082232540576453E-4
1470	3.0602675601550545E-4
1546	3.0522214303159217E-4
824	3.016861264227578E-4
450	3.00110492238966E-4
2452	2.950117669365883E-4
674	2.9269523845338436E-4
766	2.9037888206432955E-4
980	2.8652004352268986E-4
532	2.8137084271364493E-4
444	2.8102403500437564E-4
784	2.791774866023101E-4
1238	2.77511145942996E-4
4416	2.768433492730866E-4
1294	2.766348983144544E-4
2680	2.7539983502109736E-4
362	2.741967803836403E-4
458	2.695392468007136E-4
2658	2.695145056171211E-4
670	2.647569967968035E-4
2094	2.6460948489239995E-4
570	2.627931662961921E-4
242	2.6245987033611886E-4
340	2.6167853873880443E-4
596	2.611021026085904E-4
486	2.6104917661829433E-4
758	2.586146689608621E-4
2354	2.574124777744382E-4
1366	2.520180782807956E-4
736	2.501455766173342E-4
132	2.4867720512614403E-4
1490	2.4533541502560867E-4
740	2.443353030224769E-4
282	2.4215672072534664E-4
396	2.393142975314642E-4
1018	2.3602750900219018E-4
680	2.3290636238864582E-4
320	2.3088732633461784E-4
482	2.3033417203308204E-4
704	2.259730314732125E-4
968	2.1971653381895078E-4
994	2.1920608332776518E-4
502	2.1861453790139352E-4
1406	2.1755771308814247E-4
336	2.1726257238233285E-4
318	2.1670361826207915E-4
788	2.1544984545203948E-4
1038	2.1249468832714078E-4
628	2.1079689962761532E-4
856	2.0857935333613208E-4
1564	2.0314093101096844E-4
1832	2.010244765217453E-4
874	2.0028422289377864E-4
1974	1.9898672478472367E-4
700	1.9761016282659192E-4
1036	1.965456963045295E-4
1150	1.9646929576489302E-4
3736	1.9499034738504445E-4
4018	1.9472346126066958E-4
1054	1.912911063211443E-4
1016	1.8446192483013543E-4
498	1.8346323690456224E-4
1550	1.828308464713776E-4
676	1.8179428827873358E-4
534	1.8102223601278064E-4
916	1.8067337183111148E-4
1334	1.789485015908232E-4
826	1.7782200183020998E-4
1066	1.7751286589766255E-4
848	1.767990662795029E-4
1160	1.7477094266028648E-4
1696	1.7413066081914085E-4
4720	1.740654117037969E-4
1308	1.7343652612854067E-4
1276	1.7271351393867982E-4
820	1.7146746304390367E-4
1358	1.713693244019443E-4
604	1.7119943557150722E-4
480	1.7093725349740088E-4
698	1.7040414881606082E-4
354	1.7004642532853287E-4
1378	1.6937588731875868E-4
3120	1.6902854738362443E-4
528	1.6899333452018067E-4
684	1.6863070833094963E-4
1090	1.6655851301979784E-4
1980	1.661962855122819E-4
1080	1.6577839124994244E-4
1690	1.6389102064311408E-4
662	1.6346437758574524E-4
1528	1.6176555788829553E-4
516	1.6158028210671015E-4
342	1.6107896654296E-4
1214	1.6099850411250676E-4
150	1.6062323047896614E-4
1040	1.596019008367639E-4
4132	1.5959568121882907E-4
1586	1.592000306363813E-4
1138	1.5836106411635723E-4
1298	1.5829112374742837E-4
678	1.5818843479486173E-4
1184	1.577393211916948E-4
906	1.5519097316866282E-4
1354	1.5518522867326184E-4
4498	1.5429509101570874E-4
576	1.539363392243666E-4
1168	1.5393120534385878E-4
846	1.5282182427596815E-4
330	1.4974107035316237E-4
4736	1.491035226885141E-4
1506	1.4902779786404874E-4
1166	1.4880695159984013E-4
2842	1.4857550278934813E-4
1118	1.4834576167402488E-4
1178	1.4789650820511905E-4
1106	1.4766735012573226E-4
1412	1.4734276203903673E-4
1930	1.449479498796067E-4
1010	1.4441755078003197E-4
828	1.441052143218619E-4
1616	1.4364630892251622E-4
1288	1.4337817495831663E-4
626	1.4258839253342278E-4
1190	1.4084273193179774E-4
1754	1.407434868772932E-4
3930	1.4073409141397697E-4
810	1.4000202740478696E-4
1208	1.3961555053938488E-4
1916	1.3960231551778752E-4
714	1.3833848559479783E-4
1044	1.3828345026096285E-4
1114	1.381008212333121E-4
1376	1.3727925836425395E-4
3246	1.3705533706937853E-4
1660	1.3692220904725757E-4
2216	1.3624310443495315E-4
750	1.3563320178089415E-4
1688	1.3538345012997354E-4
2150	1.348449575207525E-4
1260	1.3451056301826288E-4
2944	1.3450935903673908E-4
2144	1.341748316448056E-4
1714	1.3363409176027314E-4
3668	1.335695522823588E-4
892	1.3317392272731968E-4
1718	1.328696072408231E-4
1870	1.3271411927190846E-4
588	1.3120523507647046E-4
1384	1.3118899857501238E-4
2554	1.3087440728567877E-4
928	1.3069554666010434E-4
1348	1.3045158724802155E-4
2914	1.2969849580301733E-4
1670	1.2877026904220803E-4
1624	1.286317961225851E-4
1300	1.286169223734985E-4
240	1.285256548324701E-4
1142	1.2842345640701647E-4
2396	1.2824186940287385E-4
990	1.2806526537681827E-4
2210	1.2802245989825125E-4
2096	1.2742724875947347E-4
1124	1.2728688251298982E-4
1478	1.269330030301424E-4
2798	1.2687016731169055E-4
1420	1.2672448554740625E-4
1600	1.2666560536930222E-4
1508	1.264066344253346E-4
948	1.2597422936783196E-4
1246	1.2572902150713688E-4
2968	1.2518463296126503E-4
1250	1.235818251723117E-4
936	1.2335741385740445E-4
1874	1.22459491280022E-4
4656	1.2243913327746107E-4
510	1.220056765862733E-4
4698	1.2195776347683482E-4
1512	1.2109317255474472E-4
1894	1.2076673368000659E-4
1210	1.2061791780030192E-4
4604	1.20005155560025E-4
2030	1.1997820516490878E-4
840	1.1929059969195587E-4
1844	1.1915566295795155E-4
2546	1.1912254621115549E-4
1732	1.1768134395021972E-4
1858	1.1721455668822657E-4
2774	1.1713597669819743E-4
862	1.168622201090465E-4
438	1.1637754200461697E-4
1868	1.1574537803912707E-4
1132	1.156202348944432E-4
402	1.1547615328648805E-4
1904	1.1495075023394337E-4
1840	1.1439230730371738E-4
2540	1.1435477938005642E-4
2314	1.1354181050007626E-4
2830	1.1317841961130143E-4
2866	1.1293230337178926E-4
312	1.1284589226322984E-4
802	1.1230195126004185E-4
2884	1.1209103976655963E-4
3734	1.1169388638521608E-4
4928	1.1157626136132628E-4
962	1.1116891449930302E-4
1098	1.1053988417634936E-4
774	1.1001221469338089E-4
4954	1.0978965116969626E-4
3664	1.0946968923275799E-4
2134	1.0942667529212301E-4
1520	1.0933262549880353E-4
2368	1.0929333812734466E-4
3200	1.092812848806411E-4
1458	1.0897916969974231E-4
2200	1.0879238474377456E-4
1074	1.0861880940822342E-4
1864	1.0838994887408046E-4
3604	1.0833058103275484E-4
2356	1.0832319885886411E-4
1808	1.0803094970680005E-4
4316	1.079315363323791E-4
832	1.0724372530988625E-4
2386	1.0669522888326777E-4
1676	1.066206933120816E-4
1430	1.0632903854770752E-4
3964	1.0630410226293832E-4
732	1.0627973026101205E-4
2724	1.0620499207293982E-4
2566	1.0619091238594042E-4
2060	1.0607848390730233E-4
4594	1.0601118742563401E-4
3640	1.0560581500737061E-4
4912	1.0549801318137186E-4
1936	1.0540226168190865E-4
4178	1.0523395812556058E-4
2510	1.0468347658935527E-4
2264	1.0466032015682342E-4
2434	1.0462058876656474E-4
2668	1.0461658457361875E-4
4568	1.0439497628610978E-4
552	1.0385000320920347E-4
3900	1.0328660368803854E-4
1426	1.0275321342438383E-4
4564	1.0249785421249893E-4
2044	1.02157428508995E-4
1876	1.0187912283868248E-4
1236	1.0176016939852344E-4
882	1.0163011766145468E-4
1886	1.015843530513419E-4
2014	1.0104476364323936E-4
1798	1.0047252547101116E-4
1252	1.0011567864338675E-4
1000	1.0007130993682048E-4
654	9.999497371002092E-5
3510	9.989651459140822E-5
2234	9.989255332572488E-5
2036	9.965416498417012E-5
4542	9.938443674511805E-5
3674	9.912426192976846E-5
2528	9.905819413028188E-5
2058	9.899801058155523E-5
1964	9.837956867155113E-5
2998	9.780499577065091E-5
1756	9.76675954712123E-5
2548	9.764869890332464E-5
2126	9.749458748202483E-5
2924	9.662503080609856E-5
2906	9.660897299166435E-5
812	9.627037491376538E-5
1918	9.61421931937971E-5
3838	9.611602161189012E-5
1194	9.582503691514761E-5
3446	9.572135742375153E-5
2660	9.554282981822222E-5
2258	9.55258081378354E-5
252	9.503820859870573E-5
618	9.467022308614237E-5
1092	9.459321915443313E-5
3432	9.421098004608852E-5
4514	9.409177034788844E-5
3064	9.386682964582445E-5
4676	9.3853464275378E-5
2786	9.37464958760646E-5
2698	9.356926364939778E-5
3316	9.349579949400058E-5
2308	9.321767976218689E-5
1352	9.264420640464372E-5
752	9.218519237186715E-5
952	9.217607407843389E-5
1224	9.214697282211549E-5
1978	9.199554698157019E-5
2776	9.131342607711928E-5
2606	9.07146021758591E-5
1292	9.067324237124776E-5
4070	9.056951927831827E-5
4418	9.029410872039465E-5
3340	8.99199743706758E-5
2180	8.983557028724055E-5
3254	8.932400351679013E-5
4748	8.93240035167899E-5
3904	8.932400351678958E-5
2228	8.928854575112316E-5
2148	8.915644237081672E-5
